name,id,sp_attack,sp_defense,speed,"ability
" 
GorEbYSs16,9862,114,75,52,"SWIft SwiM
"
REliCAnTH16,9863,45,65,55,"SwiFT SwiM
"
LuVDisc16,9864,40,65,97,"SwifT Swim
"
BaGOn16,9865,40,30,50,"ROcK HEaD
"
SHeLgOn16,9866,60,50,50,"RoCk HEAD
"
SalaMeNce16,9867,120,90,120,"INTImidATE
"
BelDuM16,9868,35,60,30,"ClEar BoDy
"
MeTaNg16,9869,55,80,50,"CLEAR BoDy
"
MeTagROsS16,9870,105,110,110,"Clear BOdy
"
RegIrOcK16,9871,50,100,50,"CleaR BOdy
"
REgIce16,9872,100,200,50,"Clear BODy
"
REgIStEEl16,9873,75,150,50,"CLeaR BoDY
"
LAtIAS16,9874,140,150,110,"LEvitATe
"
LAtioS16,9875,160,120,110,"LeVITate
"
KyogrE16,9876,180,160,90,"DRizZLE
"
GROUdon16,9877,150,90,90,"DrOuGhT
"
RAyQUaZA16,9878,180,100,115,"AiR LOCk
"
JIRAChI16,9879,100,100,100,"SereNE GRaCe
"
DEOXys16,9880,95,90,180,"PressUrE
"
TurtWIG16,9881,45,55,31,"OvErGROW
"
GRotle16,9882,55,65,36,"OVErgROw
"
TORTerRa16,9883,75,85,56,"OVErgrOW
"
ChiMChaR16,9884,58,44,61,"BLaze
"
MoNFErnO16,9885,78,52,81,"BLaZe
"
InFErNapE16,9886,104,71,108,"BlazE
"
PIplUp16,9887,61,56,40,"TORrENt
"
PrInPLup16,9888,81,76,50,"TOrrent
"
EMPoleON16,9889,111,101,60,"ToRRenT
"
StaRly16,9890,30,30,60,"KeeN EYE
"
STArAvIa16,9891,40,40,80,"IntIMIDaTe
"
StARAPtOR16,9892,50,60,100,"InTiMIdATE
"
BidoOF16,9893,35,40,31,"SIMpLE
"
BiBaRel16,9894,55,60,71,"SImPLe
"
KRiCKetOT16,9895,25,41,25,"SHeD SKin
"
KrIckeTuNe16,9896,55,51,65,"SWaRM
"
SHInX16,9897,40,34,45,"RIVaLRY
"
LuXIo16,9898,60,49,60,"RivALry
"
LUXRAy16,9899,95,79,70,"RIVAlRY
"
BuDEW16,9900,50,70,55,"NaTurAL CURE
"
RoSeRaDe16,9901,125,105,90,"NatURal CURe
"
CRaNiDOS16,9902,30,30,58,"MoLd BREakER
"
RAMPaRdOs16,9903,65,50,58,"MoLD BreaKeR
"
SHiElDON16,9904,42,88,30,"STUrdY
"
BasTiOdon16,9905,47,138,30,"StUrDY
"
BURmy16,9906,29,45,36,"SheD SKIn
"
WorMADam16,9907,69,95,36,"AntIcIPAtion
"
MOthIm16,9908,94,50,66,"Swarm
"
CoMBee16,9909,30,42,70,"HOnEy GaThER
"
VespIQUEN16,9910,80,102,40,"PRESSure
"
PaChiRisu16,9911,45,90,95,"RUN AWAy
"
BUIZEL16,9912,60,30,85,"SwiFT SwIm
"
FLOatZel16,9913,85,50,115,"SWiFT SWiM
"
ChErubI16,9914,62,53,35,"ChlOroPhYLL
"
ChERRim16,9915,87,78,85,"FlOWeR GiFT
"
SheLLoS16,9916,57,62,34,"StiCKy HolD
"
GAsTRodoN16,9917,92,82,39,"STiCKy HolD
"
AMBIPom16,9918,60,66,115,"TECHNIciAN
"
DRIFloON16,9919,60,44,70,"AFTeRmATh
"
DrIfBLIm16,9920,90,54,80,"AftErmAth
"
BUNeARy16,9921,44,56,85,"Run AWAy
"
LOPUNNy16,9922,54,96,135,"CutE CHArM
"
MIsMAgiUS16,9923,105,105,105,"LEViTAte
"
HONChKrOw16,9924,105,52,71,"InSOMnIa
"
GLaMEoW16,9925,42,37,85,"LimbER
"
PuruGly16,9926,64,59,112,"THiCk Fat
"
CHINglINg16,9927,65,50,45,"LeViTate
"
STUNKY16,9928,41,41,74,"STenCh
"
SkUNTAnk16,9929,71,61,84,"StenCh
"
BronzoR16,9930,24,86,23,"LEVItAte
"
BRONzoNG16,9931,79,116,33,"LEvItATE
"
BoNsly16,9932,10,45,10,"StUrDY
"
MIME JR.16,9933,70,90,60,"SouNDPRoof
"
HapPINY16,9934,15,65,30,"NaTURAL CURE
"
ChatoT16,9935,92,42,91,"KEen EYe
"
SPiRiTOMb16,9936,92,108,35,"PRESsURE
"
GIblE16,9937,40,45,42,"SAnd VeIL
"
GABiTe16,9938,50,55,82,"SAnd VEil
"
GaRCHOmp16,9939,120,95,92,"SanD VeIl
"
MunCHlAx16,9940,40,85,5,"PICKUP
"
Riolu16,9941,35,40,60,"STEadFAst
"
LUcaRIo16,9942,140,70,112,"STEAdfaST
"
HIPPOpotAs16,9943,38,42,32,"SaNd StREam
"
HIPPOWdoN16,9944,68,72,47,"Sand STReam
"
SKOruPI16,9945,30,55,65,"BaTTLE ARmOr
"
DRApion16,9946,60,75,95,"BaTtle ARmor
"
CrOagUnK16,9947,61,40,50,"ANTiCIpatION
"
ToXICRoAk16,9948,86,65,85,"AnTiCIpatioN
"
CArnIviNe16,9949,90,72,46,"LeviTAtE
"
FinNEoN16,9950,49,61,66,"SwiFT SWIM
"
LumiNEOn16,9951,69,86,91,"SWIfT SWIm
"
MaNtykE16,9952,60,120,50,"SWiFT SWim
"
SnoVER16,9953,62,60,40,"SNow WARniNg
"
AbomASNow16,9954,132,105,30,"SNOw WARnIng
"
WEavile16,9955,45,85,125,"PResSUrE
"
MaGnezonE16,9956,130,90,60,"MAgNET PUll
"
LiCkILICky16,9957,80,95,50,"OwN TeMPO
"
RHYpERIoR16,9958,55,55,40,"LIghtNiNgROd
"
TANGrOWtH16,9959,110,50,50,"ChLoropHyll
"
ELEcTIVIre16,9960,95,85,95,"MOtor DRiVe
"
MaGMoRtaR16,9961,125,95,83,"FlAME BOdy
"
TOgekiSs16,9962,120,115,80,"HUStLe
"
YAnMeGa16,9963,116,56,95,"SPeeD BOOst
"
LEAFeon16,9964,60,65,95,"LEAf GuarD
"
GLACEon16,9965,130,95,65,"SNOW CLoAk
"
GlIScor16,9966,45,75,95,"HypER CUtTer
"
MamOSwiNe16,9967,70,60,80,"ObLiVIOuS
"
PORygOn-Z16,9968,135,75,90,"ADApTAbiLIty
"
GalLadE16,9969,65,115,110,"SteADFaST
"
PrOBoPaSS16,9970,75,150,40,"STuRDy
"
DuSKnOiR16,9971,65,135,45,"PrEssure
"
FRoSLass16,9972,80,70,110,"SNOw CloAk
"
RotOm16,9973,105,107,86,"LeVITaTe
"
UxiE16,9974,75,130,95,"LEVItate
"
MesPriT16,9975,105,105,80,"LevItAtE
"
AzElF16,9976,125,70,115,"LeVITate
"
DIALga16,9977,150,100,90,"PrEssUre
"
PalKiA16,9978,150,120,100,"PReSsUre
"
HEAtran16,9979,130,106,77,"FLAsH FIRe
"
ReGIgiGas16,9980,80,110,100,"SLow STaRt
"
GiRatIna16,9981,120,100,90,"PRESsUre
"
CreSSELia16,9982,75,130,85,"LEvItAtE
"
PhIoNE16,9983,80,80,80,"HyDRATIOn
"
MANaPhy16,9984,100,100,100,"HyDraTIon
"
DARkrAI16,9985,135,90,125,"BaD DreaMS
"
SHayMIN16,9986,120,75,127,"NaTUraL CURe
"
ArCEUS16,9987,120,120,120,"MuLtITyPe
"
VictiNi16,9988,100,100,100,"ViCtOrY STaR
"
SNiVy16,9989,45,55,63,"OVeRGrOw
"
SeRvine16,9990,60,75,83,"OveRGRoW
"
SErPerIor16,9991,75,95,113,"OVerGROW
"
TEPIg16,9992,45,45,45,"BlaZe
"
PIgNItE16,9993,70,55,55,"BlAzE
"
EmBoAr16,9994,100,65,65,"BLazE
"
OsHawoTt16,9995,63,45,45,"TORrENt
"
DEwotT16,9996,83,60,60,"ToRrenT
"
SAmUROTt16,9997,108,70,70,"ToRREnT
"
PatrAt16,9998,35,39,42,"RuN AWay
"
WATcHOg16,9999,60,69,77,"IlLUMInaTE
"
LILlIpup16,10000,25,45,55,"VItaL SpIRIt
"
HerdieR16,10001,35,65,60,"IntImiDAtE
"
StOuTLANd16,10002,45,90,80,"INTIMiDate
"
PuRrLoiN16,10003,50,37,66,"LimbEr
"
LiePARD16,10004,88,50,106,"LimbER
"
Pansage16,10005,53,48,64,"GlUTtoNy
"
SIMisaGe16,10006,98,63,101,"GLuTtOnY
"
PanSEAr16,10007,53,48,64,"GluTtoNY
"
SimiSEAr16,10008,98,63,101,"GlUtTOny
"
PanpOUr16,10009,53,48,64,"GLUttOnY
"
SiMipouR16,10010,98,63,101,"GluTtOnY
"
MuNNa16,10011,67,55,24,"FORewaRn
"
MUShaRna16,10012,107,95,29,"FOrEwArn
"
PIdOVe16,10013,36,30,43,"BIg PeCKs
"
TRaNQUiLl16,10014,50,42,65,"BiG PEcKS
"
UNFEZaNT16,10015,65,55,93,"BIG Pecks
"
BlITzlE16,10016,50,32,76,"LighTnIngROd
"
ZEBStRIKa16,10017,80,63,116,"LIGhtNIngROd
"
ROggenROLa16,10018,25,25,15,"STURDY
"
BolDORE16,10019,50,40,20,"SturdY
"
GigAlitH16,10020,60,80,25,"StUrdY
"
WOobAT16,10021,55,43,72,"UNaware
"
SwoObat16,10022,77,55,114,"UnawARE
"
DriLbUr16,10023,30,45,68,"SaND RusH
"
ExcaDrilL16,10024,50,65,88,"Sand RuSh
"
AUdIno16,10025,80,126,50,"HeAleR
"
TiMBURR16,10026,25,35,35,"Guts
"
GUrduRR16,10027,40,50,40,"GUts
"
CoNKEldUrr16,10028,55,65,45,"GuTs
"
TymPOle16,10029,50,40,64,"SwifT SWiM
"
PaLPiTOAD16,10030,65,55,69,"SwIFT SWIm
"
SEISMiTOAd16,10031,85,75,74,"SwiFt SWIM
"
THRoH16,10032,30,85,45,"GUtS
"
SAWK16,10033,30,75,85,"StURDy
"
SEwaDDle16,10034,40,60,42,"Swarm
"
SwadloOn16,10035,50,80,42,"LEaF GUard
"
LeaVAnnY16,10036,70,80,92,"SwaRm
"
VenipeDe16,10037,30,39,57,"PoIson PoiNt
"
WhiRLIpEDe16,10038,40,79,47,"PoISon Point
"
ScOlIpeDE16,10039,55,69,112,"PoIsON PoinT
"
CotToneE16,10040,37,50,66,"PranKSTer
"
WhiMsIcOtt16,10041,77,75,116,"PRAnksteR
"
PeTilIl16,10042,70,50,30,"CHlorOpHYLL
"
LilLiGAnt16,10043,110,75,90,"ChlOroPHYlL
"
BASCulIN16,10044,80,55,98,"REckleSS
"
SAnDILe16,10045,35,35,65,"IntiMIdaTe
"
KROKOrok16,10046,45,45,74,"INTiMIdAtE
"
KroOkOdIle16,10047,65,70,92,"IntIMIDaTe
"
DARumaKa16,10048,15,45,50,"HustlE
"
DaRmAniTaN16,10049,140,105,55,"SHeeR FOrcE
"
MarActus16,10050,106,67,60,"WAter AbsORb
"
DwEbBle16,10051,35,35,55,"Sturdy
"
CrUStlE16,10052,65,75,45,"StuRdY
"
SCRAggY16,10053,35,70,48,"ShED SkIN
"
ScrAFTY16,10054,45,115,58,"SHed SKIn
"
SIgiLypH16,10055,103,80,97,"WONDeR SKIN 
"
YAmasK16,10056,55,65,30,"MuMMY
"
COFaGriGuS16,10057,95,105,30,"MuMmy
"
TirTouga16,10058,53,45,22,"SOLId ROCk
"
CarrAcOstA16,10059,83,65,32,"SoliD RocK
"
ArcHEn16,10060,74,45,70,"DEFeATist
"
ARcheoPs16,10061,112,65,110,"DEFeATist
"
TRUBbiSh16,10062,40,62,65,"StEncH
"
GArbOdOr16,10063,60,82,75,"STench
"
ZOruA16,10064,80,40,65,"IlLUsION
"
ZoROArK16,10065,120,60,105,"IllUSIoN
"
MiNCciNo16,10066,40,40,75,"Cute CHARm
"
CInccINO16,10067,65,60,115,"Cute ChARM
"
GOthita16,10068,55,65,45,"FRisk
"
GOThORITA16,10069,75,85,55,"FrIsK
"
GoThitElLe16,10070,95,110,65,"FriSk
"
SOloSIS16,10071,105,50,20,"OveRCOat
"
DUosIOn16,10072,125,60,30,"OvERCoat
"
ReUniCLuS16,10073,125,85,30,"OvErcOAt
"
DuCKLett16,10074,44,50,55,"KeeN Eye
"
SWanNa16,10075,87,63,98,"KEeN EyE
"
VaNILLITE16,10076,65,60,44,"Ice BODy
"
VanillISh16,10077,80,75,59,"ICE BOdy
"
VaniLLUxe16,10078,110,95,79,"Ice BODY
"
DeErlING16,10079,40,50,75,"ChLOropHyLL
"
SAWsbUcK16,10080,60,70,95,"ChLoroPHyll
"
EmOlGa16,10081,75,60,103,"STaTic
"
KaRRabLAsT16,10082,40,45,60,"SWARM
"
EScAValiEr16,10083,60,105,20,"SwaRM
"
FoongUS16,10084,55,55,15,"EffeCt SpOre
"
AmOOnGUss16,10085,85,80,30,"EFfECt SpoRe
"
FRiLLiSH16,10086,65,85,40,"WAter ABsORb
"
JeLlIceNt16,10087,85,105,60,"WATEr ABsoRb
"
ALOMOMOla16,10088,40,45,65,"HeaLeR
"
JOLTiK16,10089,57,50,65,"CompOUndeYeS
"
GALvanTULA16,10090,97,60,108,"COMpoUnDeYES
"
FerrOSEED16,10091,24,86,10,"IRon BArBs
"
FeRRoThOrn16,10092,54,116,20,"IrON BarBs
"
KliNK16,10093,45,60,30,"PluS
"
KlAng16,10094,70,85,50,"PLus
"
KliNklANg16,10095,70,85,90,"Plus
"
TYnamo16,10096,45,40,60,"LeViTatE
"
EelEKtrIk16,10097,75,70,40,"LEvITaTE
"
EeLeKTRosS16,10098,105,80,50,"LEVitATE
"
ELgYeM16,10099,85,55,30,"TelEpAthy
"
BeHeEYEM16,10100,125,95,40,"TElEPATHy
"
LItwIcK16,10101,65,55,20,"FlasH FiRE
"
LAMpeNT16,10102,95,60,55,"FLash Fire
"
ChanDeLurE16,10103,145,90,80,"FlAsh FIre
"
AXew16,10104,30,40,57,"RIvalry
"
FraxUrE16,10105,40,50,67,"RIvaLRy
"
HaxORus16,10106,60,70,97,"RIVALRy
"
CUBchoO16,10107,60,40,40,"SNOw CLOAK
"
BEArtic16,10108,70,80,50,"Snow ClOaK
"
CryogonAl16,10109,95,135,105,"LEviTate
"
SHeLMet16,10110,40,65,25,"HyDrAtION
"
AccelGoR16,10111,100,60,145,"HYdRATioN
"
STUNfISK16,10112,81,99,32,"StATIc
"
MIENFOo16,10113,55,50,65,"InNer FOcuS
"
MiEnShao16,10114,95,60,105,"INner Focus
"
DRuDdIgon16,10115,60,90,48,"RouGH Skin
"
GOlett16,10116,35,50,35,"Iron FIST
"
GOLURk16,10117,55,80,55,"Iron FiSt
"
PawniaRD16,10118,40,40,60,"DEFIANT
"
BisHarp16,10119,60,70,70,"DeFiaNT
"
BOUffaLANT16,10120,40,95,55,"REckleSS
"
RUFFLEt16,10121,37,50,60,"KeEn EYE
"
BRAViarY16,10122,57,75,80,"KeEn EYe
"
VullaBY16,10123,45,65,60,"Big PeckS
"
MaNdIBUZz16,10124,55,95,80,"Big Pecks
"
HEatMoR16,10125,105,66,65,"GLutTONy
"
DUraNT16,10126,48,48,109,"SwaRM
"
DeIno16,10127,45,50,38,"HUStLE
"
ZwEILoUS16,10128,65,70,58,"HusTle
"
BUlBAsAUr17,10129,65,65,45,"OVerGrOW
"
IVysAur17,10130,80,80,60,"OVErgRoW
"
VeNuSaur17,10131,122,120,80,"OVErGRow
"
CHARMANdER17,10132,60,50,65,"BLazE
"
CHARMelEON17,10133,80,65,80,"BLaze
"
CHArIzaRD17,10134,159,115,100,"BlAze
"
SQuirTLE17,10135,50,64,43,"ToRrenT
"
WaRTORTLE17,10136,65,80,58,"TORRENT
"
BlASToISe17,10137,135,115,78,"TOrrent
"
CatErpIe17,10138,20,20,45,"ShiEld DusT
"
MEtAPOD17,10139,25,25,30,"Shed SkIN
"
BUtteRFREE17,10140,90,80,70,"CoMpOunDEYes
"
WeEdLE17,10141,20,20,50,"ShIEld DUst
"
KaKuNA17,10142,25,25,35,"SHed SkIN
"
BeeDrIll17,10143,15,80,145,"Swarm
"
PiDGey17,10144,35,35,56,"KeEN EYe
"
PIDGEoTto17,10145,50,50,71,"KEEn EyE
"
PIdgeOT17,10146,135,80,121,"Keen Eye
"
RATtATa17,10147,25,35,72,"RuN AWaY
"
RAtICAte17,10148,40,80,77,"Run Away
"
SpeAROW17,10149,31,31,70,"Keen EyE
"
FeaRow17,10150,61,61,100,"Keen EYe
"
Ekans17,10151,40,54,55,"IntImIdate
"
ArBOk17,10152,65,79,80,"IntImiDatE
"
PikAchU17,10153,50,50,90,"STaTiC
"
RaiCHu17,10154,95,85,110,"StAtIC
"
SANDsHREW17,10155,10,35,40,"SANd VeiL
"
SanDSlAsH17,10156,25,65,65,"SAND VEil
"
NidOraN-h17,10157,40,40,41,"PoiSON POInT
"
NidOrina17,10158,55,55,56,"PoiSOn PoInt
"
NIDOquEeN17,10159,75,85,76,"POiSoN PoINT
"
NidoRAn-m17,10160,40,40,50,"POiSon POinT
"
NIDOriNo17,10161,55,55,65,"PoIsON PoINt
"
NIDOKinG17,10162,85,75,85,"PoISoN POinT
"
ClefaIry17,10163,60,65,35,"CuTE Charm
"
CLEfABlE17,10164,95,90,60,"CUTE ChArm
"
VuLpix17,10165,50,65,65,"FlASH FIRe
"
NInETAleS17,10166,81,100,109,"FLash FiRE
"
JigGLyPUfF17,10167,45,25,20,"CutE ChArm
"
WIGgLYTUfF17,10168,85,50,45,"CuTE ChArM
"
ZuBat17,10169,30,40,55,"INNer FOCuS
"
GOlbaT17,10170,65,75,90,"InnEr FOcUS
"
ODDisH17,10171,75,65,30,"CHlORopHYLL
"
GLoOM17,10172,85,75,40,"CHlOrOPHyLl
"
ViLEPlumE17,10173,110,90,50,"ChloRopHYLl
"
PArAS17,10174,45,55,25,"EfFECt SpOre
"
PARAseCt17,10175,60,80,30,"EffECt SpORE
"
VENONAt17,10176,40,55,45,"COMpouNdEYEs
"
VENOmOtH17,10177,90,75,90,"ShiEld DUST
"
DIgLeTT17,10178,35,45,90,"SAND VeIL
"
DUGTRIo17,10179,50,70,110,"SanD VEIL
"
MEoWtH17,10180,50,40,90,"PICkUp
"
PERsian17,10181,75,65,115,"LIMbEr
"
PSYduck17,10182,65,50,55,"DAmP
"
GoLDUck17,10183,95,80,85,"DAMP
"
MaNKeY17,10184,35,45,70,"ViTal SPiRIT
"
PrimeApE17,10185,60,70,95,"VITal SpiRit
"
GrowlIthE17,10186,70,50,60,"INtImiDate
"
ArCaNIne17,10187,100,80,95,"InTimidAte
"
PoLiwaG17,10188,40,40,90,"WATeR ABSORb
"
PoliwHiRl17,10189,50,50,90,"WATER AbSorb
"
POLiwratH17,10190,70,90,70,"Water ABsoRB
"
AbRa17,10191,105,55,90,"SYNcHROnIZe
"
KaDabRa17,10192,120,70,105,"SYNChRONiZe
"
ALAkazaM17,10193,175,105,150,"SynChrONiZe
"
MacHop17,10194,35,35,35,"GUTS
"
MAChokE17,10195,50,60,45,"Guts
"
MachAmP17,10196,65,85,55,"Guts
"
BeLLSPROUt17,10197,70,30,40,"ChLOROPHYLl
"
WeEpinBeLl17,10198,85,45,55,"CHLorOPHyLL
"
VictREEBel17,10199,100,70,70,"ChLORopHYll
"
TeNtaCOOL17,10200,50,100,70,"ClEAR BOdY
"
TenTacrUel17,10201,80,120,100,"CLeaR BODy
"
GeODUDe17,10202,30,30,20,"RoCK HEAD
"
GrAveLEr17,10203,45,45,35,"ROCK HeaD
"
GOLEM17,10204,55,65,45,"RoCk HeAd
"
Ponyta17,10205,65,65,90,"RUn AwaY
"
RApidaSh17,10206,80,80,105,"RUn AwaY
"
SLOWpOKE17,10207,40,40,15,"OBlivIOus
"
SlowBro17,10208,130,80,30,"ObLIViouS
"
MaGnemitE17,10209,95,55,45,"MagNet PuLL
"
MaGneTon17,10210,120,70,70,"MAGNeT Pull
"
FARFetCH'd17,10211,58,62,60,"KeeN EYe
"
DODUO17,10212,35,35,75,"Run AwaY
"
DOdrIO17,10213,60,60,110,"RuN Away
"
SeEl17,10214,45,70,45,"Thick FaT
"
DewGONg17,10215,70,95,70,"ThIck Fat
"
GRIMeR17,10216,40,50,25,"Stench
"
MuK17,10217,65,100,50,"STENCh
"
SHelldEr17,10218,45,25,40,"ShElL Armor
"
CloyStEr17,10219,85,45,70,"ShELL ArmOr
"
GAsTLY17,10220,100,35,80,"LEvitAtE
"
HAunter17,10221,115,55,95,"LeVITATE
"
GengAr17,10222,170,95,130,"CURSed BoDy
"
ONiX17,10223,30,45,70,"Rock Head
"
DRowZee17,10224,43,90,42,"INsoMNIa
"
HyPNo17,10225,73,115,67,"INSOmnIA
"
KRABBY17,10226,25,25,50,"HypER CutTeR
"
KinGlER17,10227,50,50,75,"HypER CUtter
"
VoltoRb17,10228,55,55,100,"SouNDPrOOF
"
ELECTroDe17,10229,80,80,150,"SOundPrOOF
"
ExEGgCUTe17,10230,60,45,40,"ChLOrOPhYLl
"
ExeGGuTOR17,10231,125,75,45,"CHLOrophYlL
"
CubONe17,10232,40,50,35,"RoCk HeAD
"
MaRoWAK17,10233,50,80,45,"ROck HEaD
"
HitMoNlee17,10234,35,110,87,"LiMBER
"
HITmONChaN17,10235,35,110,76,"KEeN Eye
"
LICKitUng17,10236,60,75,30,"Own TeMpO
"
KOFFinG17,10237,60,45,35,"LeViTatE
"
WeEzinG17,10238,85,70,60,"LEviTAte
"
RhYhOrn17,10239,30,30,25,"LiGhTniNGROd
"
RHYDOn17,10240,45,45,40,"LIGhTNiNgrOd
"
ChaNSEY17,10241,35,105,50,"NaTurAL CuRE
"
TAnGelA17,10242,100,40,60,"CHlORoPhYlL
"
KAngaskhan17,10243,60,100,100,"EaRlY BIrD
"
HorseA17,10244,70,25,60,"SWIFT SwIm
"
SEADRa17,10245,95,45,85,"PoisOn POiNt
"
GoLDEEn17,10246,35,50,63,"SWIFT SWIM
"
SeakInG17,10247,65,80,68,"SwifT SwIM
"
StaryU17,10248,70,55,85,"ILLumINAte
"
StARMIe17,10249,100,85,115,"ILLUmInAtE
"
Mr. MIme17,10250,100,120,90,"SOUnDPROOf
"
SCytHER17,10251,55,80,105,"SWARm
"
JYNX17,10252,115,95,95,"OBlIVIOuS
"
ELEctAbUzZ17,10253,95,85,105,"StATiC
"
MagmaR17,10254,100,85,93,"FlamE BOdY
"
PINSIr17,10255,65,90,105,"HyPeR CutTer
"
TAuRoS17,10256,40,70,110,"IntIMIDATe
"
MAgiKaRP17,10257,15,20,80,"SwifT SwIM
"
GyAraDOs17,10258,70,130,81,"INtImiDaTE
"
LAPRas17,10259,85,95,60,"WaTeR AbSoRb
"
DiTto17,10260,48,48,48,"LimBer
"
EEVEE17,10261,45,65,55,"Run AWaY
"
VapOrEON17,10262,110,95,65,"WaTeR AbsOrB
"
JOLTeON17,10263,110,95,130,"VOLT ABSOrb
"
FLAreon17,10264,95,110,65,"FlasH FiRE
"
PORYgon17,10265,85,75,40,"TRACe
"
OmAnyTe17,10266,90,55,35,"SWIfT Swim
"
OmaStAr17,10267,115,70,55,"SWIft SWiM
"
KabutO17,10268,55,45,55,"SwiFT SWIm
"
KAButopS17,10269,65,70,80,"SWifT SWim
"
AErOdACTYl17,10270,70,95,150,"ROck Head
"
SnoRlAX17,10271,65,110,30,"IMMUNitY
"
ARtiCUNo17,10272,95,125,85,"PressURE
"
ZApdOS17,10273,125,90,100,"PressURe
"
MoLtRes17,10274,125,85,90,"PRESSURe
"
DrATinI17,10275,50,50,50,"SHEd SkIN
"
DRaGonAIr17,10276,70,70,70,"SHED SKIN
"
DrAGoniTe17,10277,100,100,80,"InNEr FoCus
"
MEWtWO17,10278,194,120,140,"PressUrE
"
MEw17,10279,100,100,100,"SyNchRonIZE
"
ChIkORitA17,10280,49,65,45,"OvergrOw
"
BayLEEF17,10281,63,80,60,"OVergROW
"
MEgAnIuM17,10282,83,100,80,"OVerGRoW
"
CyNdAQuIl17,10283,60,50,65,"BlazE
"
QuIlaVa17,10284,80,65,80,"BLaZe
"
TYpHLosion17,10285,109,85,100,"BlAze
"
TOtodILe17,10286,44,48,43,"TOrREnT
"
CROconaW17,10287,59,63,58,"TORREnT
"
FErAlIgatr17,10288,79,83,78,"ToRrent
"
SeNtRET17,10289,35,45,20,"Run AwaY
"
FurReT17,10290,45,55,90,"RuN AWAy
"
HOOThooT17,10291,36,56,50,"InSoMnIA
"
Noctowl17,10292,86,96,70,"INsOmnia
"
LedybA17,10293,40,80,55,"SwARM
"
LEDiAN17,10294,55,110,85,"SwarM
"
SpINARak17,10295,40,40,30,"SWARm
"
ARiaDoS17,10296,60,70,40,"SwaRm
"
CRobat17,10297,70,80,130,"Inner FOcUS
"
CHiNcHoU17,10298,56,56,67,"VOLt ABSoRb
"
LAnTurn17,10299,76,76,67,"VOlT AbsORB
"
PIChU17,10300,35,35,60,"STATic
"
Cleffa17,10301,45,55,15,"CuTE ChaRM
"
IgglYBuff17,10302,40,20,15,"CUtE ChArM
"
TogEpI17,10303,40,65,20,"HUsTle
"
ToGEtIC17,10304,80,105,40,"HusTle
"
Natu17,10305,70,45,70,"SYNchRONIZE
"
XAtU17,10306,95,70,95,"SynChRoNIZe
"
MarEEP17,10307,65,45,35,"StatIC
"
FlaAffy17,10308,80,60,45,"StAtic
"
AmpharOS17,10309,165,110,45,"StaTIC
"
BelLOssoM17,10310,90,100,50,"ChLOropHYLL
"
MarIll17,10311,20,50,40,"THicK FAt
"
AzUmarill17,10312,60,80,50,"ThIck Fat
"
SuDowoOdO17,10313,30,65,30,"STUrDY
"
POliToeD17,10314,90,100,70,"WAtEr ABSoRb
"
HopPIp17,10315,35,55,50,"CHLORoPHYll
"
SkipLOOm17,10316,45,65,80,"CHlOrophYLL
"
JUmPLUff17,10317,55,95,110,"CHLOrOphYLl
"
AIPOM17,10318,40,55,85,"RUN AwAy
"
SuNkerN17,10319,30,30,30,"ChlOrOPHYLL
"
SuNflOrA17,10320,105,85,30,"ChlOroPhylL
"
YaNmA17,10321,75,45,95,"SPEed BooST
"
WOoPeR17,10322,25,25,15,"DAmp
"
QuaGSIRe17,10323,65,65,35,"DAMp
"
ESPeoN17,10324,130,95,110,"SynChronIZE
"
UmbreoN17,10325,60,130,65,"SYnCHrONIZe
"
MURkROw17,10326,85,42,91,"INSoMNIA
"
SLoWKING17,10327,100,110,30,"OBLiViOuS
"
MisDReaVUS17,10328,85,85,85,"LevitaTE
"
UNoWn17,10329,72,48,48,"LevitatE
"
WOBbuFfET17,10330,33,58,33,"SHaDoW TAg
"
GirafarIg17,10331,90,65,85,"InNer FOCuS
"
PiNEco17,10332,35,35,15,"StURDy
"
FORRetREsS17,10333,60,60,40,"STUrdy
"
DUnSPArCE17,10334,65,65,45,"SerENe GrACe
"
GligAr17,10335,35,65,85,"HyPER CUTtER
"
STEelIX17,10336,55,95,30,"RocK HEad
"
SnUbbull17,10337,40,40,30,"INTiMiDate
"
GRAnbull17,10338,60,60,45,"IntimIdaTe
"
QwIlfIsh17,10339,55,55,85,"POisoN POint
"
ScIZOr17,10340,65,100,75,"SwArm
"
ShUCklE17,10341,10,230,5,"StUrDy
"
HeRAcroSs17,10342,40,105,75,"SWARm
"
SnEasEL17,10343,35,75,115,"InNeR FOcuS
"
TedDiUrsa17,10344,50,50,40,"PIckup
"
URsaRiNg17,10345,75,75,55,"Guts
"
SluGmA17,10346,70,40,20,"MaGma ArMOr
"
MagcArgO17,10347,90,80,30,"MagMA ARMOr
"
SWINuB17,10348,30,30,50,"OBliviouS
"
PiLOSwINE17,10349,60,60,50,"OBlivioUS
"
CorSoLA17,10350,65,95,35,"HUstle
"
REMOrAid17,10351,65,35,65,"HuSTLe
"
OCTiLlEry17,10352,105,75,45,"SUctIon CuPs
"
DeLIbIRD17,10353,65,45,75,"VitAl SPIRit
"
MantiNe17,10354,80,140,70,"Swift Swim
"
SKarMorY17,10355,40,70,70,"KEEn EYe
"
HOundouR17,10356,80,50,65,"EARly BiRd
"
HOundOoM17,10357,140,90,115,"EARly Bird
"
